time,latitude,longitude,depth,mag,magType,place,type
2020-11-13T10:42:54.575Z,381.666,-1.178.657,5.2,2.7,ml,"32 km SE of Mina, Nevada",earthquake
2020-11-13T10:30:17.047Z,381.592,-1.178.634,4.5,2.8,ml,"33 km SE of Mina, Nevada",earthquake
2020-11-13T09:53:23.295Z,284.077,-1.003.143,5,3.4,mb_lg,"11 km S of El Indio, Texas",earthquake
2020-11-13T09:41:12.809Z,381.574,-1.178.694,4.7,2.8,ml,"33 km SE of Mina, Nevada",earthquake
2020-11-13T09:39:58.669Z,381.661,-1.178.305,7.3,2.5,ml,"34 km SE of Mina, Nevada",earthquake
2020-11-13T09:32:54.763Z,381.666,-1.178.385,5.3,3.4,ml,"34 km SE of Mina, Nevada",earthquake
2020-11-13T09:32:50.167Z,381.568,-117.867,4.7,3.4,ml,"33 km SE of Mina, Nevada",earthquake
2020-11-13T09:29:24.412Z,381.718,-1.177.965,10.1,4.3,ml,"36 km SE of Mina, Nevada",earthquake
2020-11-13T09:20:59.570Z,621.073,-1.495.885,19.9,2.7,ml,"14 km ESE of Susitna North, Alaska",earthquake
2020-11-13T09:16:49.718Z,396.828,745.334,53.05,4.5,mb,"127 km W of Kashgar, China",earthquake
2020-11-13T09:15:32.089Z,38.163,-1.178.628,5.6,4.3,ml,"33 km SE of Mina, Nevada",earthquake
2020-11-13T09:13:51.862Z,381.693,-1.178.533,4.8,5.3,ml,"33 km SE of Mina, Nevada",earthquake
2020-11-13T09:12:43.707Z,-531.761,1.600.551,10,5.7,mww,Macquarie Island region,earthquake
2020-11-13T08:19:28.440Z,542.804,-1.596.491,29.87,3.5,ml,"129 km SSE of Sand Point, Alaska",earthquake
2020-11-13T07:47:29.846Z,5.1259,-827.094,10,4.5,mb,south of Panama,earthquake
2020-11-13T07:31:56.083Z,25.069,123.557,10,4.9,mww,"87 km NE of Yonakuni, Japan",earthquake
2020-11-13T06:41:39.634Z,249.916,1.234.621,10,4.9,mb,"74 km NE of Yonakuni, Japan",earthquake
2020-11-13T06:35:59.686Z,250.018,1.235.213,10,4.3,mb,"79 km NE of Yonakuni, Japan",earthquake
2020-11-13T05:56:53.180Z,331.598.333,-1.156.296.667,5.21,2.64,ml,"11km WNW of Calipatria, CA",earthquake
2020-11-13T05:30:07.605Z,541.714,-159.669,21.92,4.3,mb,"140 km SSE of Sand Point, Alaska",earthquake
2020-11-13T05:09:52.916Z,558.429,1.616.763,66.64,4.4,mb,"65 km SW of Ust’-Kamchatsk Staryy, Russia",earthquake
2020-11-13T04:38:15.299Z,-15.741,-745.156,68.2,4,mb,"17 km WNW of Atiquipa, Peru",earthquake
2020-11-13T04:35:43.731Z,-495.935,1.172.718,10,5,mb,western Indian-Antarctic Ridge,earthquake
2020-11-13T03:50:36.588Z,523.746,-1.704.869,51.8,3.6,mb,"126 km WSW of Nikolski, Alaska",earthquake
2020-11-13T03:44:12.730Z,17.98,-668.923,12,2.5,md,Puerto Rico region,earthquake
2020-11-13T02:59:31.805Z,443.352,-1.149.996,10,2.6,ml,"13 km NNW of Stanley, Idaho",earthquake
2020-11-13T02:48:18.109Z,44.347,-1.150.186,10,2.7,ml,"15 km NNW of Stanley, Idaho",earthquake
2020-11-13T02:25:25.435Z,601.511,-1.509.179,57.3,2.9,ml,"27 km ESE of Clam Gulch, Alaska",earthquake
2020-11-13T02:22:38.716Z,547.478,-1.603.134,37.92,3.7,mb,"66 km S of Sand Point, Alaska",earthquake
2020-11-13T02:20:24.214Z,-260.909,705.324,10,4.6,mb,Indian Ocean Triple Junction,earthquake
2020-11-13T01:59:57.273Z,-317.185,-688.379,110.05,4.3,mb,"21 km SSW of Villa Basilio Nievas, Argentina",earthquake
2020-11-13T01:07:20.090Z,367.896.667,-1.215.171.667,6.79,2.78,md,"6km SSE of San Juan Bautista, CA",earthquake
2020-11-13T00:42:13.324Z,257.151,1.249.814,26.32,4.6,mb,"105 km NNW of Hirara, Japan",earthquake
2020-11-13T00:29:00.406Z,-89.412,-748.076,41.73,4.8,mb,"11 km W of Tournavista, Peru",earthquake
2020-11-12T21:43:55.027Z,-559.475,-281.379,106.14,4.3,mb,South Sandwich Islands region,earthquake
2020-11-12T20:56:23.298Z,-28.634,-678.307,186.6,4.4,mb,"39 km ENE of Vinchina, Argentina",earthquake
2020-11-12T20:49:44.080Z,459.633.333.333.333,-122.075.166.666.667,9.78,2.85,ml,"27 km ENE of Yacolt, Washington",earthquake
2020-11-12T20:19:08.967Z,370.577,712.864,105.86,4.1,mb,"45 km ENE of Jurm, Afghanistan",earthquake
2020-11-12T20:11:42.452Z,317.239,-1.045.446,7.69,3.4,ml,"52 km SSW of Whites City, New Mexico",earthquake
2020-11-12T20:05:21.148Z,646.961,-1.623.438,13,3.1,ml,"9 km NNW of Elim, Alaska",earthquake
2020-11-12T20:02:05.920Z,-172.281,1.686.001,209.19,4.2,mb,"63 km NNE of Port-Vila, Vanuatu",earthquake
2020-11-12T19:54:12.140Z,216.073,1.219.591,10,4.1,mb,"128 km N of Basco, Philippines",earthquake
2020-11-12T19:52:43.020Z,601.032,-1.523.857,87.6,2.8,ml,"40 km WNW of Happy Valley, Alaska",earthquake
2020-11-12T19:19:48.079Z,4.1224,1.227.402,572.87,5.1,mww,"230 km SSE of Tabiauan, Philippines",earthquake
2020-11-12T19:18:16.118Z,281.818,1.047.644,34.39,4.7,mb,"30 km S of Xunchang, China",earthquake
2020-11-12T19:13:08.650Z,179.473,-669.613,11,2.72,md,"6 km WSW of Guánica, Puerto Rico",earthquake
2020-11-12T17:50:38.457Z,609.148,-1.511.912,56.4,3,ml,"17 km S of Tyonek, Alaska",earthquake
2020-11-12T17:11:47.880Z,381.638,-1.181.066,4.7,2.8,ml,"25 km S of Mina, Nevada",earthquake
2020-11-12T16:31:10.869Z,3.653.566.667,-9.897.983.333,6.67,2.59,ml,"10 km WSW of Waynoka, Oklahoma",earthquake
2020-11-12T14:55:31.990Z,34.685,-1.163.078.333,4.75,2.65,ml,"14km WSW of Ludlow, CA",earthquake
2020-11-12T14:34:19.802Z,-186.108,-1.777.589,569.82,4.6,mb,Fiji region,earthquake
2020-11-12T13:04:42.421Z,1.9582,1.265.925,35.61,4.2,mb,"156 km NW of Ternate, Indonesia",earthquake
2020-11-12T12:41:59.465Z,135.363,1.206.868,89.95,4.3,mb,"10 km NW of Wawa, Philippines",earthquake
2020-11-12T11:58:15.591Z,158.628,-949.836,17.22,4.4,mb,"near the coast of Oaxaca, Mexico",earthquake
2020-11-12T11:39:39.993Z,543.645,-1.598.811,20.03,3.7,ml,"115 km SSE of Sand Point, Alaska",earthquake
2020-11-12T11:21:52.765Z,-15.682,-745.502,52.57,4.3,mb,"23 km WNW of Atiquipa, Peru",earthquake
2020-11-12T11:13:20.320Z,-12.238,1.672.485,259.37,4.9,mb,"184 km N of Sola, Vanuatu",earthquake
2020-11-12T11:10:05.537Z,-526.388,280.838,10,4.9,mb,south of Africa,earthquake
2020-11-12T10:24:45.200Z,-306.797,-715.658,41.16,4.3,mb,"36 km WSW of Ovalle, Chile",earthquake
2020-11-12T08:43:05.276Z,-48.127,-772.501,119.29,4.4,mb,"63 km W of Barranca, Peru",earthquake
2020-11-12T08:25:47.652Z,409.668,735.655,10,4.2,mwr,"31 km NE of Uzgen, Kyrgyzstan",earthquake
2020-11-12T08:11:45.650Z,179.265,-671.171,9,2.91,md,"8 km SE of Pole Ojea, Puerto Rico",earthquake
2020-11-12T07:28:23.096Z,381.627,-1.181.086,4.6,2.9,ml,"25 km S of Mina, Nevada",earthquake
2020-11-12T07:18:27.486Z,10.1895,1.262.419,57.96,5.2,mww,"29 km NE of Santa Monica, Philippines",earthquake
2020-11-12T05:10:14.060Z,179.585,-669.488,9,2.52,md,"4 km WSW of Guánica, Puerto Rico",earthquake
2020-11-12T03:48:39.951Z,-92.634,1.181.217,73.89,4.9,mb,"88 km SSW of Dompu, Indonesia",earthquake
2020-11-12T03:21:45.956Z,143.114,-917.198,57.69,4.8,mb,"20 km E of Champerico, Guatemala",earthquake
2020-11-12T03:20:00.063Z,365.052,707.625,211.28,4.3,mb,"40 km S of Jurm, Afghanistan",earthquake
2020-11-12T02:38:33.319Z,274.695,-1.114.635,10,4.2,mb,"68 km SW of San Carlos, Mexico",earthquake
2020-11-12T02:06:11.316Z,353.685,708.649,140.78,4,mb,"7 km SW of Pārūn, Afghanistan",earthquake
2020-11-12T02:05:21.770Z,193.976.666.666.667,-155.257.166.666.667,1.68,3.16,ml,"Island of Hawaii, Hawaii",earthquake
2020-11-12T01:18:37.844Z,2.6322,1.259.662,91.82,4.6,mb,"167 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake
2020-11-12T01:09:23.786Z,598.952,-1.484.601,13.1,2.7,ml,"31 km SW of Chenega, Alaska",earthquake
2020-11-12T00:47:09.668Z,-237.566,-666.879,205.41,4,mb,"63 km NW of San Antonio de los Cobres, Argentina",earthquake
2020-11-11T23:48:05.930Z,-335.922,-704.096,10,3.2,ml,"15 km E of Puente Alto, Chile",earthquake
2020-11-11T23:26:36.695Z,-226.127,-1.795.359,577.11,4.5,mb,south of the Fiji Islands,earthquake
2020-11-11T23:25:04.733Z,9.2775,122.93,10,4.5,mb,"5 km E of Alangilan, Philippines",earthquake
2020-11-11T23:24:59.990Z,179.025,-668.678,14,2.71,md,"8 km SSE of Maria Antonia, Puerto Rico",earthquake
2020-11-11T22:54:27.502Z,-56.054,1.503.762,123.52,4.8,mb,"27 km ESE of Kimbe, Papua New Guinea",earthquake
2020-11-11T22:05:23.578Z,179.576,-630.983,86.04,3.3,ml,"24 km S of Blowing Point Village, Anguilla",earthquake
2020-11-11T22:02:55.411Z,390.034,-1.188.007,0,2.8,ml,"5 km N of Schurz, Nevada",earthquake
2020-11-11T21:39:59.070Z,179.595,-667.583,10,3.14,md,"5 km SW of Tallaboa, Puerto Rico",earthquake
2020-11-11T21:35:34.145Z,215.888,1.219.405,10,4.9,mb,"126 km N of Basco, Philippines",earthquake
2020-11-11T21:33:27.328Z,216.436,1.218.451,10,5,mww,"120 km ESE of Hengchun, Taiwan",earthquake
2020-11-11T20:48:33.020Z,368.035,-1.215.313.333,6.47,2.97,md,"5km S of San Juan Bautista, CA",earthquake
2020-11-11T20:36:12.428Z,-299.821,-715.664,38.26,4.2,mb,"22 km W of Coquimbo, Chile",earthquake
2020-11-11T20:28:05.240Z,178.865,-668.675,13,2.93,md,"10 km SSE of Guánica, Puerto Rico",earthquake
2020-11-11T20:26:59.420Z,368.055,-121.536,6.9,3.3,ml,"4km S of San Juan Bautista, CA",earthquake
2020-11-11T19:50:24.650Z,193.915,-155.247.333.333.333,1.77,3.12,ml,"5 km SSW of Volcano, Hawaii",earthquake
2020-11-11T18:48:45.339Z,3.276,1.216.317,144.22,4.6,mb,"160 km W of Gorontalo, Indonesia",earthquake
2020-11-11T18:41:43.213Z,-48.998,1.082.972,10,4.5,mb,southeast Indian Ridge,earthquake
2020-11-11T18:12:34.354Z,-172.844,1.683.383,214.26,4.4,mb,"50 km N of Port-Vila, Vanuatu",earthquake
2020-11-11T17:27:41.760Z,179.748,-668.828,8,3.36,md,"0 km ESE of Maria Antonia, Puerto Rico",earthquake
2020-11-11T17:17:49.235Z,-188.467,-1.755.096,211.63,4.3,mb,"161 km NW of Pangai, Tonga",earthquake
2020-11-11T17:07:27.200Z,9.1573,1.264.005,63.05,4.4,mb,"23 km ENE of Tandag, Philippines",earthquake
2020-11-11T16:41:11.122Z,-53.058,1.520.157,50.6,4.5,mb,"110 km SSW of Kokopo, Papua New Guinea",earthquake
2020-11-11T16:24:48.495Z,-167.931,-1.732.583,32.02,4.3,mb,Tonga,earthquake
2020-11-11T15:40:43.031Z,5.392,1.264.447,38.08,4.9,mww,"106 km ESE of Caburan, Philippines",earthquake
2020-11-11T14:56:24.090Z,289.439,477.158,10,4.6,mb,"38 km WSW of Al Aḩmadī, Kuwait",earthquake
2020-11-11T14:49:20.054Z,36.444,712.598,237.4,4.2,mb,"36 km SW of Ashkāsham, Afghanistan",earthquake
2020-11-11T14:25:14.577Z,416.846,206.539,10.95,4.9,mb,"9 km NNE of Rostusa, North Macedonia",earthquake
2020-11-11T14:15:38.333Z,-106.755,1.616.401,85.49,4.7,mb,"39 km SW of Kirakira, Solomon Islands",earthquake
2020-11-11T12:50:14.900Z,179.818,-667.338,10,2.53,md,"2 km SW of Tallaboa, Puerto Rico",earthquake
2020-11-11T10:59:37.597Z,416.294,207.004,10,3.8,mwr,"8 km ENE of Rostusa, North Macedonia",earthquake
2020-11-11T10:09:07.803Z,444.855,-1.152.027,10,2.9,ml,"36 km NW of Stanley, Idaho",earthquake
2020-11-11T09:33:14.001Z,444.893,-1.151.924,10,3,ml,"36 km NW of Stanley, Idaho",earthquake
2020-11-11T09:15:16.790Z,179.443,-669.513,14,2.83,md,"5 km WSW of Guánica, Puerto Rico",earthquake
2020-11-11T08:33:39.690Z,19.679,-156.032.166.666.667,-1.27,2.89,ml,"5 km NW of Kailua-Kona, Hawaii",earthquake
2020-11-11T08:18:39.432Z,445.574,-1.151.927,13.67,2.6,ml,"42 km NNW of Stanley, Idaho",earthquake
2020-11-11T06:49:46.654Z,378.544,270.115,10,4.5,mb,"11 km NNE of Samos, Greece",earthquake
2020-11-11T05:17:56.214Z,254.623,1.427.625,10,5.7,mww,"Volcano Islands, Japan region",earthquake
2020-11-11T03:54:15.499Z,416.953,207.954,8.49,5,mww,"8 km SSW of Vrutok, North Macedonia",earthquake
2020-11-11T03:42:55.345Z,604.581,-1.390.687,5,2.9,ml,"91 km WSW of Haines Junction, Canada",earthquake
2020-11-11T03:27:16.084Z,-220.585,-661.015,272.3,4.1,mb,"52 km W of Villazón, Bolivia",earthquake
2020-11-11T03:03:40.740Z,318.706.667,-1.149.448.333,23.95,3.23,ml,"36km S of Estacion Coahuila, B.C., MX",earthquake
2020-11-11T02:57:28.210Z,-45.784,1.513.421,250.01,4.4,mb,"100 km WSW of Rabaul, Papua New Guinea",earthquake
2020-11-11T02:53:49.935Z,516.017,1.566.214,138.31,4.3,mb,"14 km NE of Ozernovskiy, Russia",earthquake
2020-11-11T02:17:08.516Z,-306.041,-720.927,10,4.3,mwr,"85 km W of Ovalle, Chile",earthquake
2020-11-11T01:10:37.718Z,513.519,-1.309.344,10,4.2,mb,"283 km WNW of Port McNeill, Canada",earthquake
2020-11-11T01:07:36.141Z,681.389,-1.449.399,23,3.5,ml,"24 km E of Arctic Village, Alaska",earthquake
2020-11-11T00:56:17.546Z,-241.089,-669.261,169.63,4.5,mb,"62 km W of San Antonio de los Cobres, Argentina",earthquake
2020-11-11T00:50:28.136Z,681.693,-1.449.369,5.9,3.3,ml,"25 km E of Arctic Village, Alaska",earthquake
2020-11-11T00:48:44.208Z,-196.815,-1.775.446,417,6,mww,"292 km NW of Haveluloto, Tonga",earthquake
2020-11-10T23:56:33.786Z,637.521,-1.497.423,0.1,2.6,ml,"39 km WSW of Healy, Alaska",earthquake
2020-11-10T22:54:17.127Z,323.445,1.418.424,10,4.2,mb,"Izu Islands, Japan region",earthquake
2020-11-10T22:24:42.590Z,-149.536,1.674.036,124.21,4.1,mb,"36 km ENE of Port-Olry, Vanuatu",earthquake
2020-11-10T21:17:16.340Z,376.395,-1.193.993.333,6.74,2.72,md,"19km SE of Yosemite Valley, CA",earthquake
2020-11-10T20:54:12.155Z,-171.855,-1.742.617,127.21,4.9,mb,"145 km SSW of Hihifo, Tonga",earthquake
2020-11-10T20:28:01.089Z,673.132,-1.589.668,0,2.6,ml,"54 km WNW of Ambler, Alaska",earthquake
2020-11-10T20:12:27.628Z,152.322,-104.477,10,4.4,mb,"off the coast of Michoacan, Mexico",earthquake
2020-11-10T19:45:08.947Z,525.728,-1.723.767,136.85,4.3,mb,"131 km ENE of Atka, Alaska",earthquake
2020-11-10T18:43:28.916Z,10.7155,-864.103,08.03,4.7,mb,"83 km SW of San Juan del Sur, Nicaragua",earthquake
2020-11-10T18:34:20.860Z,376.408.348,-1.193.925.018,13.36,2.89,md,"20km SE of Yosemite Valley, CA",earthquake
2020-11-10T18:09:58.840Z,37.639,-1.194.063.333,9.54,2.8,ml,"19km SE of Yosemite Valley, CA",earthquake
2020-11-10T16:48:27.046Z,5.1413,1.274.669,84.92,4.5,mb,"196 km SE of Pondaguitan, Philippines",earthquake
2020-11-10T16:40:58.917Z,136.587,-912.701,36.38,4.8,mb,"52 km SSW of La Gomera, Guatemala",earthquake
2020-11-10T16:32:54.344Z,222.649,-1.077.942,10,4.4,mb,"178 km SW of Mazatlán, Mexico",earthquake
2020-11-10T16:16:14.958Z,10.6898,-864.201,10,4.5,mb,"86 km SW of San Juan del Sur, Nicaragua",earthquake
2020-11-10T16:15:12.940Z,344.075,-1.200.048.333,0.9,3.25,ml,"13km W of Isla Vista, CA",earthquake
2020-11-10T16:01:50.159Z,349.965,-97.576,6.15,2.53,ml,"6 km SE of Dibble, Oklahoma",earthquake
2020-11-10T15:59:17.854Z,470.929,1.549.732,10,4.6,mb,Kuril Islands,earthquake
2020-11-10T15:28:29.950Z,40.413,-1.238.636.667,31.04,2.94,md,"23km ESE of Rio Dell, CA",earthquake
2020-11-10T14:40:37.440Z,389.199,706.156,35,5,mb,"24 km ESE of Rasht, Tajikistan",earthquake
2020-11-10T14:37:40.516Z,38.909,704.979,24.43,4.9,mww,"17 km SE of Rasht, Tajikistan",earthquake
2020-11-10T14:25:33.739Z,-59.404,1.476.227,45.15,4.4,mb,"72 km NNW of Finschhafen, Papua New Guinea",earthquake
2020-11-10T14:10:35.572Z,-158.288,1.679.555,142.44,4.5,mb,"65 km ENE of Lakatoro, Vanuatu",earthquake
2020-11-10T14:01:43.800Z,-229.643,-1.796.738,598.43,4.3,mb,south of the Fiji Islands,earthquake
2020-11-10T13:08:46.039Z,-214.681,-667.059,222.69,4,mb,"77 km SW of Atocha, Bolivia",earthquake
2020-11-10T11:43:55.463Z,445.412,-1.152.247,10,3,ml,"42 km NNW of Stanley, Idaho",earthquake
2020-11-10T10:04:43.542Z,-180.047,-1.749.428,267.07,4.6,mb,"124 km NW of Neiafu, Tonga",earthquake
2020-11-10T09:19:27.633Z,-127.841,455.457,10,4.8,mb,"28 km E of Pamandzi, Mayotte",earthquake
2020-11-10T08:30:48.808Z,527.654,173.315,10,4.3,mb,"12 km SE of Attu Station, Alaska",earthquake
2020-11-10T06:57:30.200Z,629.258,-1.481.538,51.4,2.9,ml,"65 km SE of Cantwell, Alaska",earthquake
2020-11-10T06:49:56.873Z,559.785,1.139.327,10,4.5,mb,"36 km ESE of Severomuysk, Russia",earthquake
2020-11-10T06:14:33.928Z,-275.079,-70.825,48.61,4.2,mb,"51 km WSW of Copiapó, Chile",earthquake
2020-11-10T05:30:02.780Z,179.288,-671.268,5,3.12,md,"8 km SE of Pole Ojea, Puerto Rico",earthquake
2020-11-10T05:25:45.220Z,179.355,-671.243,6,3.19,md,"7 km SE of Pole Ojea, Puerto Rico",earthquake
2020-11-10T05:06:37.017Z,544.171,-159.775,20.22,3.9,mb,"112 km SSE of Sand Point, Alaska",earthquake
2020-11-10T04:41:51.012Z,12.2105,1.402.602,35,4.8,mb,"271 km N of Fais, Micronesia",earthquake
2020-11-10T04:28:26.290Z,-71.231,1.338.559,10,4.4,mb,"205 km SE of Tual, Indonesia",earthquake
2020-11-10T03:36:16.364Z,-184.684,-177.839,458.97,4.4,mb,Fiji region,earthquake
2020-11-10T03:17:37.588Z,381.246,-1.180.783,5,2.5,ml,"29 km S of Mina, Nevada",earthquake
2020-11-10T02:56:44.010Z,192.145,-155.410.666.666.667,32.63,2.62,ml,"7 km E of Pāhala, Hawaii",earthquake
2020-11-10T02:02:49.310Z,442.736.667,-1.152.086.667,15.36,2.63,ml,"22 km WNW of Stanley, Idaho",earthquake
2020-11-10T01:51:54.210Z,12.1646,1.401.125,35,4.8,mb,"269 km N of Fais, Micronesia",earthquake
2020-11-10T01:48:25.671Z,624.727,-1.514.064,77.8,2.7,ml,"33 km W of Petersville, Alaska",earthquake
2020-11-10T01:44:21.223Z,381.561,-1.178.968,5.5,2.7,ml,"31 km SE of Mina, Nevada",earthquake
2020-11-10T01:00:11.654Z,-192.309,-676.353,234.74,4.4,mb,"98 km WSW of Challapata, Bolivia",earthquake
2020-11-10T00:52:32.939Z,-62.677,1.040.546,33.63,4.9,mww,"162 km SW of Bandar Lampung, Indonesia",earthquake
2020-11-10T00:17:05.810Z,-59.418,1.280.922,391.1,4.2,mb,"248 km S of Ambon, Indonesia",earthquake
2020-11-09T23:58:30.527Z,739.373,9.2819,10,4.2,mb,Greenland Sea,earthquake
2020-11-09T23:18:25.241Z,354.692,451.058,10,4.9,mb,"25 km ESE of Jamjamāl, Iraq",earthquake
2020-11-09T22:48:49.196Z,314.271,1.287.016,10,4.6,mb,"141 km S of Fukuechō, Japan",earthquake
2020-11-09T22:24:51.147Z,381.537,-1.178.933,8.3,2.8,ml,"32 km SE of Mina, Nevada",earthquake
2020-11-09T22:01:35.545Z,541.574,-1.599.417,17.62,4,mb,"136 km SSE of Sand Point, Alaska",earthquake
2020-11-09T21:56:05.710Z,178.298,-669.446,10,2.57,md,"16 km SSW of Guánica, Puerto Rico",earthquake
2020-11-09T21:34:31.047Z,-179.648,-1.783.036,592.18,4.4,mb,"252 km E of Levuka, Fiji",earthquake
2020-11-09T21:20:16.923Z,557.774,165.674,35.18,4.3,mb,"205 km ESE of Ust’-Kamchatsk Staryy, Russia",earthquake
2020-11-09T21:07:22.080Z,603.543,-1.527.576,127.9,3.2,ml,"69 km WNW of Ninilchik, Alaska",earthquake
2020-11-09T20:31:01.639Z,378.907,270.016,13.8,4.4,mb,"15 km N of Samos, Greece",earthquake
2020-11-09T20:30:21.199Z,-189.121,1.691.693,137.54,4.2,mb,"70 km N of Isangel, Vanuatu",earthquake
2020-11-09T20:26:07.070Z,556.829,1.616.813,79.45,4.1,mb,"78 km SW of Ust’-Kamchatsk Staryy, Russia",earthquake
2020-11-09T20:20:15.227Z,216.969,1.431.479,294.41,4,mb,Mariana Islands region,earthquake
2020-11-09T19:59:27.698Z,322.058,1.419.132,10,4.1,mb,"Izu Islands, Japan region",earthquake
2020-11-09T19:39:09.467Z,548.566,-1.603.198,16.6,3.3,ml,"54 km SSE of Sand Point, Alaska",earthquake
2020-11-09T19:26:55.970Z,-179.622,-1.749.188,10,4.6,mb,"124 km NW of Neiafu, Tonga",earthquake
2020-11-09T19:19:51.239Z,-112.361,166.444,125.71,4.5,mb,"90 km SE of Lata, Solomon Islands",earthquake
2020-11-09T19:08:41.649Z,-226.504,-663.686,288.26,4,mb,"69 km W of Abra Pampa, Argentina",earthquake
2020-11-09T17:52:07.320Z,221.952,1.433.686,111.6,4.4,mb,"Volcano Islands, Japan region",earthquake
2020-11-09T17:49:38.255Z,545.705,-1.596.446,26.9,2.7,ml,"101 km SSE of Sand Point, Alaska",earthquake
2020-11-09T16:45:33.300Z,-37.866,1.533.454,217,5.4,mww,"134 km ENE of Kokopo, Papua New Guinea",earthquake
2020-11-09T15:25:42.200Z,359.788.333,-1.176.835,2,2.81,ml,"21km ENE of Little Lake, CA",earthquake
2020-11-09T15:22:57.197Z,9.208,1.252.443,40.91,4.5,mb,"56 km SE of Tondano, Indonesia",earthquake
2020-11-09T15:22:10.350Z,359.793.333,-117.682,1.81,3.1,ml,"21km ENE of Little Lake, CA",earthquake
2020-11-09T14:37:30.600Z,23.834,1.434.581,10,4.4,mb,"Volcano Islands, Japan region",earthquake
2020-11-09T13:37:16.270Z,178.453,-668.588,13,2.94,md,"14 km SSE of Guánica, Puerto Rico",earthquake
2020-11-09T13:30:52.769Z,-623.657,-581.425,16.42,4.3,mb,South Shetland Islands,earthquake
2020-11-09T13:10:37.203Z,-115.499,1.663.124,65.74,4.5,mb,"107 km SSE of Lata, Solomon Islands",earthquake
2020-11-09T12:40:26.009Z,542.293,-1.596.904,15.54,3.6,mb,"133 km SSE of Sand Point, Alaska",earthquake
2020-11-09T11:56:46.724Z,319.378,-1.023.087,1.4,3,mb_lg,"11 km SE of Gardendale, Texas",earthquake
2020-11-09T11:06:01.750Z,179.536,-669.296,7,2.86,md,"3 km SW of Guánica, Puerto Rico",earthquake
2020-11-09T10:12:41.349Z,-19.283,1.691.234,149.03,4.2,mb,"33 km NNW of Isangel, Vanuatu",earthquake
2020-11-09T10:04:32.067Z,545.962,-1.598.749,6.6,2.5,ml,"91 km SSE of Sand Point, Alaska",earthquake
2020-11-09T09:30:40.741Z,-46.006,918.848,10,4.3,mb,South Indian Ocean,earthquake
2020-11-09T08:54:18.817Z,543.928,-1.597.378,23.18,4.1,mb,"115 km SSE of Sand Point, Alaska",earthquake
2020-11-09T08:13:22.984Z,381.601,-1.178.858,8.3,2.7,ml,"32 km SE of Mina, Nevada",earthquake
2020-11-09T07:57:42.054Z,549.975,-1.578.932,31.4,3.4,ml,"128 km SE of Perryville, Alaska",earthquake
2020-11-09T07:42:42.324Z,-523.669,1.608.624,10,4.6,mb,Macquarie Island region,earthquake
2020-11-09T07:35:35.360Z,371.836.667,-818.298.333,0,2.65,md,"10 km NNW of Richlands, Virginia",mine collapse
2020-11-09T07:01:18.471Z,528.689,-1.682.332,49.8,2.6,ml,"42 km E of Nikolski, Alaska",earthquake
2020-11-09T06:28:26.431Z,544.436,-1.600.008,11,2.5,ml,"104 km SSE of Sand Point, Alaska",earthquake
2020-11-09T06:11:24.175Z,-35.136,1.313.132,10,4.5,mb,"266 km E of Amahai, Indonesia",earthquake
2020-11-09T06:09:37.080Z,518.657,1.783.386,117.9,3.4,ml,"Rat Islands, Aleutian Islands, Alaska",earthquake
2020-11-09T05:28:45.354Z,663.045,-1.572.244,8,3,ml,"65 km S of Shungnak, Alaska",earthquake
2020-11-09T05:23:01.637Z,-35.943,1.313.377,10,4.4,mb,"270 km E of Amahai, Indonesia",earthquake
2020-11-09T04:56:41.017Z,8.4094,-830.537,8.31,4.6,mb,"20 km W of Finca Blanco, Panama",earthquake
2020-11-09T04:31:30.594Z,544.513,-159.826,12.6,2.5,ml,"107 km SSE of Sand Point, Alaska",earthquake
2020-11-09T04:13:21.175Z,614.509,-1.471.217,14.9,3.5,ml,"48 km SE of Glacier View, Alaska",earthquake
2020-11-09T03:58:01.649Z,546.057,-1.598.901,9.2,2.8,ml,"90 km SSE of Sand Point, Alaska",earthquake
2020-11-09T03:50:51.074Z,434.198,145.558,84.91,4.2,mb,"10 km N of Nemuro, Japan",earthquake
2020-11-09T03:33:46.746Z,-6.061,1.221.843,23.93,4,mb,"Sulawesi, Indonesia",earthquake
2020-11-09T03:24:10.874Z,5.7298,1.255.465,131.89,4,mb,"5 km E of Kalbay, Philippines",earthquake
2020-11-09T03:18:20.440Z,15.675,-1.036.578,10,4.5,mb,"290 km SSW of Playa Azul, Mexico",earthquake
2020-11-09T03:02:53.014Z,54.879,-1.594.052,19,2.5,ml,"86 km SE of Sand Point, Alaska",earthquake
2020-11-09T01:40:23.520Z,615.322,-1.499.329,37.2,2.6,ml,"1 km NE of Big Lake, Alaska",earthquake
2020-11-09T00:39:57.223Z,382.437,141.567,83.51,4.3,mb,"30 km SE of Ishinomaki, Japan",earthquake
2020-11-09T00:33:33.617Z,-70.414,1.258.558,517.23,4.2,mb,"163 km N of Manatutu, Timor Leste",earthquake
2020-11-09T00:29:17.891Z,544.144,-1.596.994,21.48,3,ml,"114 km SSE of Sand Point, Alaska",earthquake
2020-11-09T00:04:50.737Z,544.805,-1.597.494,22.96,3.2,ml,"106 km SSE of Sand Point, Alaska",earthquake
2020-11-08T22:57:47.360Z,195.916,-65.563,31,3.46,md,"132 km NNE of Suárez, Puerto Rico",earthquake
